Отрасль экономики;ИНН;Год;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;x17;x18;x19;x20;x21;x22;x23;x24;x25;x26;x27;x28;x29;x30;x31;x32;x33;x34;x35;reg;kredit;teh;market;staff;psich;ability;turn;finn;Z25;Z35;Bankrupt
Услуги;2301063086;2015;0.0;1.0;0.5;0.0;0.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.5;0.25;0.0;0.25;0.5;0.5;0.0;0.0;0.5;0.0;0.25;1
Услуги;2301063086;2016;0.0;1.0;0.5;0.75;0.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.5;0.25;0.0;0.25;0.5;0.5;0.0;0.0;0.5;0.0;0.25;1
Услуги;2301063086;2017;0.0;1.0;0.5;0.25;0.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.5;0.25;0.0;0.25;0.5;0.5;0.0;0.0;0.5;0.0;0.25;1
Услуги;2301063086;2009;0.0;0.5;0.5;0.0;0.5;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.25;0.5;0.5;0.0;0.0;0.0;0.0;0.0;1
Сельское хозяйство;2302013264;2016;0.0;1.0;1.0;0.75;0.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.5;0.0;1.0;1.0;0.5;1.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.75;0.25;0.0;0.5;0.5;0.0;0.0;0.0;0.5;0.25;0.25;1
Сельское хозяйство;2302013264;2017;0.0;1.0;0.5;0.25;0.5;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.5;0.0;1.0;0.75;0.0;0.0;1.0;0.5;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.75;1.0;0.0;0.75;1.0;0.5;1.0;0.0;0.5;0.25;0.5;0.0;0.5;0.5;0.25;0.25;1
Строительство;2301092200;2017;0.0;0.0;0.5;0.25;0.0;0.0;0.0;0.0;0.5;0.5;0.5;0.5;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.5;0.0;0.0;0.25;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.5;0.5;0.5;0.0;0.0;0.0;0.25;0.25;0
Сельское хозяйство;2302013264;2014;0.0;1.0;0.5;0.0;0.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.5;0.0;1.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.5;0.25;0.0;0.5;0.25;0.5;0.0;0.0;0.25;0.0;0.25;1
Сельское хозяйство;2302013264;2009;0.0;1.0;1.0;0.0;0.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.5;0.0;1.0;0.5;0.0;0.5;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.5;0.25;0.0;0.5;0.25;0.5;0.0;0.5;0.25;0.25;0.25;1
Строительство;2310111297;2017;0.0;0.5;0.5;0.25;0.5;1.0;0.5;0.5;1.0;0.0;1.0;0.5;0.0;0.0;0.0;0.0;0.75;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.5;1.0;0.0;0.0;0.25;0.75;0.25;0.0;0.5;1.0;0.5;0.0;0.25;0.25;0.25;1
Торговля;2322001323;2014;0.0;0.5;1.0;0.0;0.0;0.5;1.0;0.5;1.0;0.5;0.5;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.5;1.0;0.0;1.0;1.0;0.25;0.75;0.25;0.5;0.5;0.0;0.0;0.0;0.5;0.25;0.25;1
Услуги;2308192605;2017;0.0;1.0;0.5;0.75;0.5;0.0;0.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.5;0.0;0.5;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.5;0.25;0.0;0.5;0.25;0.5;0.0;0.25;0.5;0.25;0.25;1
Торговля;2322001323;2015;0.0;0.5;0.5;0.0;1.0;0.5;1.0;0.0;1.0;0.0;0.0;0.0;0.5;0.5;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.5;0.5;0.0;0.5;0.25;0.5;0.0;0.0;0.75;0.25;0.25;1
Торговля;2322001323;2016;0.0;0.5;0.5;0.75;1.0;0.5;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.25;0.5;0.5;0.0;1.0;0.25;1.0;0.5;0.0;0.5;0.25;0.25;1
Торговля;2322001323;2017;0.0;0.5;0.5;0.25;1.0;0.5;1.0;0.0;1.0;0.0;0.0;0.5;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.25;0.75;0.5;0.5;0.0;0.75;0.25;1.0;0.0;0.0;0.5;0.25;0.25;1
Торговля;2322001323;2009;0.0;0.5;1.0;0.0;0.0;1.0;1.0;0.5;1.0;0.5;0.5;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.5;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.75;0.25;0.5;0.25;0.0;0.0;0.5;0.0;0.0;0.25;0
Строительство;2301092200;2016;0.0;0.0;0.5;0.75;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.5;0.5;0.5;0.0;0.25;0.0;0.0;0.25;0
Обрабатывающее производство;2314019969;2016;0.0;0.5;1.0;0.75;0.5;1.0;1.0;1.0;1.0;0.5;0.5;0.5;0.5;0.5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.5;0.0;0.5;0.0;0.25;0.0;0.0;0.0;1.0;1.0;0.25;0.5;0.5;1.0;0.25;0.25;0.25;0.5;0.0;0.0;0.5;0.25;0.25;1
Обрабатывающее производство;2314019969;2017;0.0;0.5;1.0;0.25;0.5;1.0;1.0;1.0;1.0;0.5;0.5;0.5;0.0;0.5;0.0;0.0;0.5;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.5;1.0;0.25;0.25;0.25;0.5;0.0;0.0;0.5;0.0;0.25;1
Обрабатывающее производство;2326008087;2014;0.5;0.5;1.0;0.0;0.0;0.75;0.0;0.25;1.0;0.0;0.5;0.5;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.5;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;0.25;0.5;0.5;0.5;0.0;0.5;0.0;0.25;0.25;1
Обрабатывающее производство;2326008087;2015;1.0;0.5;1.0;0.0;0.0;0.75;0.0;0.5;1.0;0.5;0.5;0.5;0.0;1.0;0.0;1.0;0.0;0.5;0.75;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;0.25;0.5;0.5;0.0;0.0;0.5;0.0;0.0;0.25;0
Обрабатывающее производство;2326008087;2016;1.0;0.5;1.0;0.75;0.5;0.75;1.0;0.5;1.0;0.5;0.5;0.5;0.0;0.5;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.75;0.75;0.25;0.25;0.5;0.5;0.0;0.0;0.25;0.25;0.25;0
Обрабатывающее производство;2326008087;2017;1.0;0.5;1.0;0.25;0.5;0.75;1.0;0.5;1.0;0.5;0.5;0.5;1.0;0.0;0.0;1.0;0.25;1.0;0.0;1.0;0.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.75;0.75;0.25;0.5;0.5;0.5;0.0;0.0;0.25;0.25;0.25;0
Обрабатывающее производство;2314019969;2015;0.0;0.5;1.0;0.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5;0.5;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.5;0.75;1.0;0.0;0.0;1.0;0.75;1.0;0.25;0.25;0.5;1.0;0.25;0.25;0.5;0.0;0.5;0.25;0.5;0.25;0.5;1
Обрабатывающее производство;2325009793;2009;0.0;0.5;0.5;0.0;0.0;1.0;1.0;1.0;1.0;0.5;0.5;0.5;0.5;0.5;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.5;1.0;1.0;0.0;1.0;0.25;1.0;1.0;0.0;0.0;0.25;1.0;0.25;0.5;0.5;0.0;0.5;0.75;0.5;0.25;0.25;0
Сельское хозяйство;2361002338;2009;0.0;0.5;1.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.25;0.5;0.0;0.0;0.0;0.0;0.0;1
Услуги;2308192605;2016;0.0;1.0;0.5;0.0;0.5;0.0;0.0;0.5;0.5;0.0;0.0;0.0;0.5;0.0;0.0;1.0;0.5;0.0;0.0;1.0;0.0;0.0;1.0;0.5;0.5;0.5;0.0;0.0;1.0;0.0;0.75;1.0;0.0;1.0;0.0;0.5;0.25;0.0;0.5;0.25;0.5;0.5;0.25;0.5;0.25;0.25;1
Услуги;2308192605;2014;0.0;1.0;0.5;0.0;0.5;1.0;1.0;0.5;0.5;0.0;0.0;0.0;0.5;0.0;0.0;1.0;0.5;1.0;0.0;1.0;0.0;0.0;1.0;0.5;1.0;0.5;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.5;0.75;0.0;0.5;0.5;0.5;0.5;0.25;0.5;0.25;0.25;1
Услуги;2308192605;2015;0.0;1.0;0.5;0.0;0.5;1.0;0.0;0.5;0.5;0.0;0.0;0.0;0.5;0.0;0.0;1.0;0.5;0.0;0.0;1.0;0.0;0.0;1.0;0.5;0.0;0.0;0.0;0.0;1.0;0.0;0.5;1.0;0.0;1.0;0.0;0.5;0.5;0.0;0.5;0.25;0.5;0.0;0.25;0.5;0.25;0.25;1
Обрабатывающее производство;2334012489;2009;0.0;1.0;0.5;0.0;0.5;1.0;0.5;1.0;1.0;0.5;0.5;0.5;1.0;0.0;0.0;0.25;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.5;0.75;0.25;0.25;0.25;0.5;0.0;0.0;0.0;0.0;0.25;1
Сельское хозяйство;2344002610;2009;0.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.25;0.0;0.25;0.25;0.5;0.0;0.0;0.0;0.0;0.0;1
Услуги;2309089110;2016;0.0;1.0;0.5;0.75;0.5;0.5;0.5;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;1.0;0.0;0.5;0.5;0.0;0.5;0.25;0.5;0.5;0.0;0.25;0.0;0.25;1
Услуги;2309089110;2017;0.0;1.0;0.5;0.25;0.5;0.5;0.5;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.25;0.0;0.5;0.5;0.0;0.5;0.25;0.5;0.5;0.0;0.25;0.0;0.25;1
Услуги;2304005251;2014;0.0;1.0;0.5;0.0;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.5;0.0;1.0;1.0;0.0;0.5;0.75;1.0;0.5;0.0;0.0;1.0;1.0;0.25;0.5;0.5;0.25;0.75;0.5;0.5;1.0;0.0;0.5;0.5;0.5;0.25;1
Услуги;2304005251;2015;0.0;1.0;0.5;0.0;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.5;0.0;0.0;1.0;0.0;0.5;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.5;0.25;0.75;0.5;0.5;0.5;0.0;0.25;0.25;0.25;0.25;1
Услуги;2304005251;2016;0.0;1.0;0.5;0.75;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;0.25;0.75;0.5;0.5;0.5;0.0;0.25;0.25;0.25;0.25;1
Услуги;2304005251;2017;0.0;1.0;0.5;0.25;0.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.5;0.25;0.0;0.5;0.5;0.5;0.0;0.25;0.5;0.25;0.25;1
Услуги;2304005251;2009;0.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.5;0.0;1.0;1.0;1.0;0.5;0.0;0.0;0.0;0.0;0.25;1.0;1.0;0.0;0.0;0.25;0.25;0.0;0.5;0.5;1.0;0.5;0.0;0.5;0.25;0.25;1
Сельское хозяйство;2344002610;2014;0.0;1.0;0.5;0.0;0.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.5;0.0;1.0;0.25;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.5;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.5;0.25;0.0;0.25;0.25;0.5;0.0;0.25;0.5;0.0;0.25;0
Торговля;2320082285;2014;0.0;0.5;1.0;0.0;0.5;0.5;0.0;0.5;1.0;0.5;0.5;0.0;1.0;1.0;0.0;1.0;0.0;0.5;0.0;1.0;0.0;0.0;1.0;0.5;0.0;0.5;1.0;0.0;0.0;0.0;0.75;1.0;0.75;0.0;0.0;0.5;0.5;0.25;0.5;0.25;0.5;0.0;0.25;0.5;0.25;0.25;0
Торговля;2320082285;2015;0.0;0.5;1.0;0.0;1.0;0.0;0.0;0.5;1.0;0.5;0.5;0.0;1.0;1.0;0.0;1.0;0.0;0.5;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.5;1.0;0.25;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.5;0.25;0.25;0.5;0.25;0.5;0.0;0.5;0.5;0.25;0.25;0
Торговля;2320082285;2016;0.0;0.5;1.0;0.75;1.0;0.0;0.0;0.5;1.0;0.5;0.5;0.0;0.5;1.0;0.0;1.0;0.0;0.5;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.5;1.0;0.75;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.75;0.25;0.25;0.5;0.25;0.5;0.0;0.25;0.5;0.25;0.25;0
Торговля;2320082285;2017;0.0;0.5;1.0;0.25;1.0;0.0;0.0;0.5;1.0;0.5;0.5;0.0;1.0;1.0;0.0;1.0;0.0;0.5;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.5;1.0;0.75;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.5;0.25;0.25;0.5;0.25;0.5;0.0;0.25;0.5;0.25;0.25;0
Торговля;2320082285;2009;0.0;0.5;1.0;0.0;0.5;0.0;0.0;0.5;1.0;0.5;0.5;0.0;1.0;1.0;0.0;1.0;0.0;0.5;0.0;1.0;0.0;0.5;1.0;1.0;0.0;0.5;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.5;0.25;0.25;0.5;0.5;1.0;0.0;0.25;0.5;0.25;0.25;0
Торговля;2301005729;2014;0.0;1.0;1.0;0.0;0.5;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;0.5;0.0;1.0;0.0;0.5;0.0;1.0;0.0;0.0;1.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.75;0.75;1.0;0.0;0.0;0.5;0.25;1.0;0.5;0.25;0.5;0.0;0.0;0.5;0.25;0.25;0
Торговля;2301005729;2015;0.0;1.0;1.0;0.0;0.5;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;0.5;0.0;1.0;0.0;0.5;0.0;1.0;0.0;0.5;1.0;0.0;0.0;0.5;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.5;0.25;1.0;0.5;0.5;0.5;0.0;0.25;0.5;0.25;0.25;0
Торговля;2301005729;2016;0.0;1.0;1.0;0.75;0.5;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.5;0.0;1.0;0.0;0.0;1.0;0.0;0.5;0.5;1.0;0.5;1.0;0.0;0.0;1.0;1.0;0.25;0.25;0.75;0.25;1.0;0.5;0.25;0.5;0.5;0.5;0.5;0.5;0.5;0
Торговля;2301005729;2017;0.0;1.0;1.0;0.25;0.5;0.0;0.0;0.5;1.0;1.0;1.0;1.0;1.0;0.5;0.0;1.0;0.0;0.5;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.75;0.5;0.25;1.0;0.5;0.25;0.5;0.0;0.0;0.5;0.25;0.25;0
Торговля;2301005729;2009;0.0;0.5;1.0;0.0;0.5;0.0;0.0;0.5;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.5;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.25;0.0;0.5;0.5;0.5;0.0;0.0;0.0;0.0;0.25;1
Услуги;2317034524;2014;0.0;1.0;1.0;0.0;0.5;1.0;1.0;0.5;1.0;0.5;0.5;0.5;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.5;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.5;0.75;0.25;0.5;0.5;0.5;0.0;0.25;0.25;0.25;0.25;0
Услуги;2317034524;2015;0.0;1.0;1.0;0.0;0.5;1.0;1.0;0.5;1.0;0.5;0.5;0.5;0.5;1.0;1.0;1.0;0.5;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.5;0.0;1.0;0.0;0.0;0.0;0.5;1.0;0.25;1.0;0.5;0.75;0.25;0.75;0.5;0.5;0.0;0.25;0.5;0.25;0.5;1
Услуги;2317034524;2016;0.0;1.0;1.0;0.75;0.5;1.0;1.0;0.5;1.0;0.5;0.5;0.5;0.5;1.0;0.5;1.0;0.25;1.0;0.5;1.0;0.0;0.0;1.0;0.5;0.0;0.5;0.0;1.0;0.0;0.0;0.0;0.5;1.0;0.0;0.5;0.75;0.75;0.25;0.5;0.5;0.5;0.0;0.25;0.5;0.25;0.5;1
Услуги;2317034524;2017;0.0;1.0;1.0;0.25;0.5;1.0;1.0;0.5;1.0;0.5;0.5;0.5;1.0;1.0;0.5;1.0;0.25;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.5;0.0;1.0;0.0;0.0;0.0;0.5;1.0;0.0;0.0;0.5;0.75;0.25;0.5;0.5;1.0;0.0;0.25;0.25;0.25;0.5;1
Услуги;2317034524;2009;0.0;1.0;1.0;0.0;0.5;1.0;1.0;0.75;1.0;0.5;0.5;0.5;1.0;1.0;0.0;1.0;0.0;0.5;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.25;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.5;0.75;0.25;0.5;0.25;0.5;0.0;0.25;0.25;0.25;0.25;0
Услуги;2304037542;2015;0.0;1.0;0.5;0.0;0.5;1.0;0.5;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.5;0.0;1.0;0.75;1.0;0.0;0.5;1.0;0.5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.75;0.0;0.25;0.5;0.5;0.0;0.25;0.0;0.25;0.25;0
Сельское хозяйство;2337041713;2015;0.0;0.5;1.0;0.0;0.5;1.0;1.0;0.5;0.5;0.5;0.5;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.25;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;0.75;0.25;0.5;0.25;0.0;0.0;0.25;0.0;0.0;0.25;1
Сельское хозяйство;2337041713;2016;0.0;1.0;1.0;0.75;0.5;0.0;0.0;0.0;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;0.75;0.0;0.0;1.0;0.5;0.0;1.0;0.0;0.5;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;1.0;0.5;0.75;0.0;0.25;0.5;0.25;0.5;0.0;0.0;0.25;0.25;0.25;1
Сельское хозяйство;2337041713;2017;0.0;1.0;0.5;0.25;0.5;0.0;0.0;0.0;1.0;0.0;0.5;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.5;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.5;0.25;0.0;0.5;0.5;0.5;0.0;0.25;0.25;0.25;0.25;1
Сельское хозяйство;2344002610;2015;0.0;1.0;1.0;0.0;0.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.25;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.5;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.5;0.25;0.0;0.5;0.25;0.5;0.0;0.25;0.5;0.25;0.25;1
Сельское хозяйство;2337041713;2014;0.0;1.0;0.5;0.0;0.5;0.0;0.0;0.0;0.5;0.5;0.5;0.0;0.0;0.5;0.0;1.0;0.0;1.0;0.0;1.0;0.5;0.0;1.0;0.0;1.0;0.5;0.0;0.0;1.0;0.0;1.0;0.75;0.0;1.0;1.0;0.5;0.0;0.25;0.25;0.5;0.5;0.5;0.25;0.5;0.25;0.25;1
Торговля;2323019154;2014;0.0;0.5;1.0;0.0;0.5;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.25;1.0;0.0;0.0;1.0;0.0;0.0;0.5;1.0;1.0;1.0;0.0;0.25;1.0;1.0;0.0;0.0;0.5;0.5;0.75;0.5;0.5;0.5;0.0;0.75;0.5;0.5;0.5;0
Торговля;2323019154;2015;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.5;1.0;1.0;1.0;0.0;0.25;1.0;1.0;0.0;0.0;0.75;0.5;0.75;0.5;0.5;0.5;0.0;0.75;0.5;0.25;0.5;0
Торговля;2323019154;2016;0.0;1.0;1.0;0.75;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.5;1.0;0.0;0.0;0.5;1.0;1.0;1.0;0.0;0.25;1.0;1.0;0.0;0.0;0.75;0.5;0.75;0.5;0.5;0.5;0.0;0.75;0.5;0.5;0.5;0
Торговля;2323019154;2017;0.0;1.0;1.0;0.25;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.5;0.75;1.0;0.0;0.0;1.0;0.0;0.0;0.5;1.0;1.0;1.0;0.0;0.25;1.0;1.0;0.0;0.0;0.75;0.5;0.75;0.5;0.5;0.5;0.0;0.75;0.5;0.5;0.5;0
Торговля;2323019154;2009;0.0;0.5;1.0;0.0;0.5;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.5;1.0;1.0;0.5;1.0;0.5;1.0;1.0;1.0;0.5;0.25;1.0;0.75;0.0;0.0;0.5;0.5;0.75;0.5;0.5;0.5;0.5;0.75;0.5;0.5;0.5;1
Сельское хозяйство;2344002610;2016;0.0;1.0;1.0;0.75;0.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.5;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.25;0.5;0.75;0.25;0.0;0.25;0.25;0.5;0.0;0.25;0.5;0.25;0.25;1
Сельское хозяйство;2344002610;2017;0.0;1.0;0.5;0.25;0.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.5;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.5;0.25;0.0;0.5;0.25;0.5;0.0;0.25;0.5;0.25;0.25;1
Обрабатывающее производство;2322018285;2014;0.0;1.0;1.0;0.0;0.5;0.75;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.5;0.0;1.0;0.0;0.0;0.0;0.25;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.75;0.0;0.5;0.25;0.5;0.0;0.0;0.0;0.0;0.25;1
