classification_output_accuracy,classification_output_loss,classification_output_precision,classification_output_recall,classification_output_roc_auc,loss,regression_output_loss,regression_output_mae,regression_output_rmse,val_classification_output_accuracy,val_classification_output_loss,val_classification_output_precision,val_classification_output_recall,val_classification_output_roc_auc,val_loss,val_regression_output_loss,val_regression_output_mae,val_regression_output_rmse,learning_rate
0.9888219833374023,0.027566177770495415,0.9910714030265808,0.992337167263031,0.9995025992393494,0.09418737143278122,0.09407106041908264,0.09435304999351501,0.15609584748744965,0.9542253613471985,0.16854028403759003,0.9666666388511658,0.9613259434700012,0.9824866652488708,0.17659325897693634,0.08475682884454727,0.08433900028467178,0.14454171061515808,0.0010000000474974513
0.9931212663650513,0.020966574549674988,0.99615877866745,0.9936143159866333,0.9996722936630249,0.08958157896995544,0.0936233252286911,0.09405957162380219,0.15676388144493103,0.9542253613471985,0.17406736314296722,0.9666666388511658,0.9613259434700012,0.9820308089256287,0.17881986498832703,0.0824262797832489,0.082021564245224,0.14202933013439178,0.0010000000474974513
0.9948409199714661,0.01931603066623211,0.9974392056465149,0.9948914647102356,0.999752938747406,0.08770548552274704,0.09262529760599136,0.09299115091562271,0.15493786334991455,0.9577465057373047,0.16546274721622467,0.9668508172035217,0.9668508172035217,0.9825402498245239,0.17352336645126343,0.08336284756660461,0.08294562250375748,0.1428343802690506,0.0010000000474974513
0.9922614097595215,0.022659486159682274,0.9936224222183228,0.9948914647102356,0.999680757522583,0.08980177342891693,0.09225187450647354,0.0927746370434761,0.15394096076488495,0.9577465057373047,0.16906441748142242,0.9617486596107483,0.9723756909370422,0.9830499291419983,0.17550157010555267,0.08256454020738602,0.08215862512588501,0.14212028682231903,0.0010000000474974513
0.9957007765769958,0.018046049401164055,0.9949109554290771,0.9987228512763977,0.9998118281364441,0.08650068938732147,0.09212543815374374,0.09247471392154694,0.15394620597362518,0.9612675905227661,0.1682690531015396,0.9670329689979553,0.9723756909370422,0.9829158782958984,0.1756700873374939,0.0830560252070427,0.08263520896434784,0.14231663942337036,0.0010000000474974513
0.9931212663650513,0.01663750596344471,0.993630588054657,0.9961685538291931,0.9998856782913208,0.0856577679514885,0.09232005476951599,0.09272070974111557,0.15485061705112457,0.9436619877815247,0.1968521624803543,0.9508196711540222,0.9613259434700012,0.9860000014305115,0.1921505182981491,0.08123788237571716,0.08081967383623123,0.14070264995098114,0.0010000000474974513
0.9957007765769958,0.018384508788585663,0.9974424839019775,0.9961685538291931,0.9998537302017212,0.08472510427236557,0.09127957373857498,0.09166514128446579,0.15323679149150848,0.9436619877815247,0.19889476895332336,0.9508196711540222,0.9613259434700012,0.9773641228675842,0.1927938312292099,0.08104714751243591,0.08064494282007217,0.14020444452762604,0.0010000000474974513
0.9948409199714661,0.01631835289299488,0.9936467409133911,0.9987228512763977,0.999904215335846,0.08501935750246048,0.0918092131614685,0.09224729239940643,0.15440411865711212,0.9471830725669861,0.19399526715278625,0.9560439586639404,0.9613259434700012,0.9777396321296692,0.18974669277668,0.07980313152074814,0.07939961552619934,0.14029520750045776,0.0010000000474974513
0.9896818399429321,0.029239600524306297,0.9910827875137329,0.9936143159866333,0.9994891285896301,0.09078650176525116,0.09141124039888382,0.09175875782966614,0.15355953574180603,0.9507042169570923,0.1939905285835266,0.9562841653823853,0.9668508172035217,0.9776055216789246,0.18882815539836884,0.07960548251867294,0.07918340712785721,0.1403336524963379,0.0010000000474974513
0.9931212663650513,0.020511271432042122,0.9974325895309448,0.992337167263031,0.999680757522583,0.08735419809818268,0.09132914990186691,0.09163536876440048,0.15368473529815674,0.9612675905227661,0.18621379137039185,0.9619565010070801,0.9779005646705627,0.9794293642044067,0.18367338180541992,0.07998017221689224,0.07957793772220612,0.14068834483623505,0.0010000000474974513
